foreignType,country,city,stdPostal,stdState,stdName,foreignIdentifierString,outdated,street,custom3,custom4,custom1,state,custom2,custom5,custom6,identifier,website,stdStreet,stdCity,basicDealerId,phone,stdCountry,name,postal,projectIdentifier,stdPhone
null,USA,Grand Rivers,42045,KY,null,null,false,1795 JH O'Bryan Ave,null,I17,"1795 JH O'Bryan Ave
Grand Rivers, KY, USA 42045-9045
(270) 460-1012",KY,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F12,Not a dealer,2995,null,1795 jh obryan avenue,null,519,(270) 460-1012,United States,Four Rivers Harley-Davidson at Grand Rivers,42045-9045,Harley,2704601012
null,USA,Clovis,88101,NM,null,null,false,4400 Mabry Dr,null,I06,"4400 Mabry Dr
Clovis, NM, USA 88101-9275
(575) 769-1000 | Website",NM,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F06,Not in salesforce,3112,http://www.highplainshd.com/,4400 mabry dr,null,760,(575) 769-1000,United States,"High Plains Harley-Davidson, Inc.",88101-9275,Harley,5757691000
null,USA,Las Cruces,88005,NM,null,null,false,2600 Lakeside Dr,null,I06,"2600 Lakeside Dr
Las Cruces, NM, USA 88005-4029
(575) 541-1440 | Website",NM,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F06,Not in salesforce,1610,http://www.barnettslascruceshd.com/,2600 lakeside dr,null,761,(575) 541-1440,United States,Barnett's Las Cruces Harley-Davidson,88005-4029,Harley,5755411440
null,USA,El Paso,79925,TX,null,null,false,6701 Convair Rd Ste B El Paso Int'l Airport,null,I06,"6701 Convair Rd Ste B El Paso Int'l Airport
El Paso, TX, USA 79925-1029
(915) 779-3411",TX,"H-D Gift Card
",F09,Not a dealer,2504,null,6701 convair road suite b el paso intl airport,null,762,(915) 779-3411,United States,Barnett Harley-Davidson,79925-1029,Harley,9157793411
null,USA,Kokomo,46902,IN,null,null,false,335 S 00 EW,null,I11,"335 S 00 EW
Kokomo, IN, USA 46902-5102
(765) 864-9999 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F18,Not in salesforce,1252,http://www.hdkokomo.com/,335 south 00 ew,null,520,(765) 864-9999,United States,Harley-Davidson of Kokomo,46902-5102,Harley,7658649999
null,USA,El Paso,79907,TX,null,null,false,8272 Gateway Blvd E,null,I06,"8272 Gateway Blvd E
El Paso, TX, USA 79907-1511
(915) 592-5804 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F09,Not in salesforce,5045,http://www.barnettharley.com/,8272 gateway boulevard east,null,763,(915) 592-5804,United States,Barnett Harley-Davidson,79907-1511,Harley,9155925804
null,USA,Indianapolis,46240,IN,null,null,false,4146 E 96th St,null,I11,"4146 E 96th St
Indianapolis, IN, USA 46240-3738
317-815-1800 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F18,Not in salesforce,1238,http://www.hdofindy.com/,4146 east 96th street,null,521,317-815-1800,United States,Harley-Davidson of Indianapolis,46240-3738,Harley,3178151800
null,USA,Farmington,87402,NM,null,null,false,6520 E Main St,null,I06,"6520 E Main St
Farmington, NM, USA 87402-5122
(505) 325-6710 | Website",NM,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F06,Not in salesforce,1385,http://www.fourcornershd.com/,6520 east main street,null,764,(505) 325-6710,United States,Four Corners Harley-Davidson,87402-5122,Harley,5053256710
null,USA,Muncie,47304,IN,null,null,false,6410 W McGalliard Rd,null,I11,"6410 W McGalliard Rd
Muncie, IN, USA 47304-9463
765-288-1817 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F18,Not in salesforce,1277,http://www.bensonmotorcycles.com/,6410 west mcgalliard road,null,522,765-288-1817,United States,"Benson Motorcycles, Inc.",47304-9463,Harley,7652881817
null,USA,Great Neck,11021,NY,null,null,false,215 Northern Blvd,null,I13,"215 Northern Blvd
Great Neck, NY, USA 11021-4401
(516) 466-8800 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F23,Not in salesforce,1998,http://www.miraclemilehd.com/,215 northern boulevard,null,765,(516) 466-8800,United States,Miracle Mile Harley-Davidson,11021-4401,Harley,5164668800
null,USA,Marion,46953,IN,null,null,false,6333 Stelzer Dr,null,I11,"6333 Stelzer Dr
Marion, IN, USA 46953-9818
(765) 664-1331 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F18,Not in salesforce,2941,http://www.brandtsi69hd.com/#/Home,6333 stelzer dr,null,523,(765) 664-1331,United States,Brandt's I-69 Harley-Davidson,46953-9818,Harley,7656641331
null,USA,New Rochelle,10805,NY,null,null,false,8 Industrial Ln,null,I13,"8 Industrial Ln
New Rochelle, NY, USA 10805-1204
(914) 632-6743 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
",F23,Address Match : 001j000000cIqoCAAS,3183,http://www.empireharley.com/,8 industrial ln,null,766,(914) 632-6743,United States,Empire Harley-Davidson,10805-1204,Harley,9146326743
null,USA,Lafayette,47905,IN,null,null,false,225 Progress,null,I11,"225 Progress
Lafayette, IN, USA 47905-4835
(765) 588-6721 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F18,Not in salesforce,3440,http://www.huntersmoonhd.com/,225 progress,null,524,(765) 588-6721,United States,Hunter's Moon Harley-Davidson,47905-4835,Harley,7655886721
null,USA,Bellmore,11710,NY,null,null,false,2428 Sunrise Hwy,null,I13,"2428 Sunrise Hwy
Bellmore, NY, USA 11710-3602
(516) 409-9200 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F23,Not in salesforce,1797,http://www.nassaucountyharleydavidson.com/,2428 sunrise highway,null,767,(516) 409-9200,United States,Harley-Davidson of Nassau County,11710-3602,Harley,5164099200
null,USA,Wabash,46992,IN,null,null,false,1400 N Cass St,null,I11,"1400 N Cass St
Wabash, IN, USA 46992-1013
(260) 563-6443 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F19,Not in salesforce,1320,http://www.brandtsharley.com/dealer.html,1400 north cass street,null,525,(260) 563-6443,United States,Brandt's Harley-Davidson,46992-1013,Harley,2605636443
null,USA,Woodbury,11797,NY,null,null,false,Attn Cliff Chin 175 Crossways Park Dr W,null,I13,"Attn Cliff Chin 175 Crossways Park Dr W
Woodbury, NY, USA 11797-2002
516-921-2800 | Website",NY,"H-D® Motorcycles
HD-1™ Fit Shop
H-D JUMPSTART™
H.O.G.® Chapter
",F23,Not in salesforce,3301,http://www.militaryautosource.com/onbase/harley-davidson/military-program/,attn cliff chin 175 crossways park dr west,null,768,516-921-2800,United States,H-D Military Sales,11797-2002,Harley,5169212800
null,USA,Indianapolis,46237,IN,null,null,false,4930 Southport Crossing Pl,null,I11,"4930 Southport Crossing Pl
Indianapolis, IN, USA 46237-8621
317-885-5180 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F18,Not in salesforce,1242,http://www.southsideharley.com/,4930 southport crossing place,null,526,317-885-5180,United States,Indianapolis Southside H-D,46237-8621,Harley,3178855180
null,USA,Oakdale,11769,NY,null,null,false,4020 Sunrise Hwy,null,I13,"4020 Sunrise Hwy
Oakdale, NY, USA 11769-1003
631-244-9000 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F23,Not in salesforce,3439,http://www.hdsuffolk.com/,4020 sunrise highway,null,769,631-244-9000,United States,Suffolk County Harley-Davidson,11769-1003,Harley,6312449000
null,USA,Plainfield,46168,IN,null,null,false,6201 Cambridge Way,null,I11,"6201 Cambridge Way
Plainfield, IN, USA 46168-7905
(317) 279-0062 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F18,Not in salesforce,23,http://www.indywesthd.com/,6201 cambridge way,null,527,(317) 279-0062,United States,IndyWest Harley-Davidson,46168-7905,Harley,3172790062
null,USA,Edinburgh,46124,IN,null,null,false,3250 W Market Place Dr,null,I11,"3250 W Market Place Dr
Edinburgh, IN, USA 46124-9051
(812) 526-3485 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F18,Not in salesforce,1182,http://www.mannsharleydavidson.com/,3250 west market place dr,null,528,(812) 526-3485,United States,Mann's Harley-Davidson,46124-9051,Harley,8125263485
null,USA,Winamac,46996,IN,null,null,false,8774 W 700 N,null,I11,"8774 W 700 N
Winamac, IN, USA 46996-8241
(574) 896-2974 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F19,Not in salesforce,1326,http://www.kerstingscycle.com/,8774 west 700 north,null,529,(574) 896-2974,United States,Kersting's Harley-Davidson,46996-8241,Harley,5748962974
null,USA,New Windsor,12553,NY,null,null,false,833 Union Ave,null,I13,"833 Union Ave
New Windsor, NY, USA 12553-5033
(845) 564-5400 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F23,Not in salesforce,3315,http://www.jimmoroneyscycle.com/,833 union avenue,null,770,(845) 564-5400,United States,Moroney's Harley-Davidson Sales,12553-5033,Harley,8455645400
null,USA,Wurtsboro,12790,NY,null,null,false,4 Sullivan St,null,I13,"4 Sullivan St
Wurtsboro, NY, USA 12790-0939
(845) 888-2426 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F23,Not in salesforce,2479,http://www.otooleshd.com/,4 sullivan street,null,771,(845) 888-2426,United States,O'Toole's Harley-Davidson,12790-0939,Harley,8458882426
null,USA,Riverhead,11901,NY,null,null,false,1570 Old Country Rd,null,I13,"1570 Old Country Rd
Riverhead, NY, USA 11901-2056
(631) 727-4700 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F23,Not in salesforce,3182,http://www.easternharley.com/,1570 old country road,null,772,(631) 727-4700,United States,Eastern Harley-Davidson,11901-2056,Harley,6317274700
null,USA,Richmond,47374,IN,null,null,false,2240 Chester Blvd,null,I11,"2240 Chester Blvd
Richmond, IN, USA 47374-1219
765-962-0596 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F18,Not in salesforce,1297,http://www.h-dcenter.com/,2240 chester boulevard,null,530,765-962-0596,United States,Harley-Davidson Center,47374-1219,Harley,7659620596
null,USA,Honesdale,18431,PA,null,null,false,330 Grandview Ave,null,I12,"330 Grandview Ave
Honesdale, PA, USA 18431-1124
570-253-2000 | Website",PA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F21,Not in salesforce,4347,http://www.baer-inc.com/,330 grandview avenue,null,773,570-253-2000,United States,"Baer Sport Center, Inc.",18431-1124,Harley,5702532000
null,USA,Fort Wayne,46804,IN,null,null,false,6315 Illinois Rd,null,I11,"6315 Illinois Rd
Fort Wayne, IN, USA 46804-5669
(260) 489-2464 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F19,Not in salesforce,4054,http://www.harleydavidsonfortwayne.com/,6315 illinois road,null,531,(260) 489-2464,United States,Harley-Davidson of Fort Wayne,46804-5669,Harley,2604892464
null,USA,Kingston,12401,NY,null,null,false,949 Rte 28,null,I13,"949 Rte 28
Kingston, NY, USA 12401-7250
(845) 338-2800 | Website",NY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F23,Address Match : 001j000000pfnEPAAY,3243,http://www.woodstockharley.com/,949 route 28,null,774,(845) 338-2800,United States,Woodstock Harley-Davidson,12401-7250,Harley,8453382800
null,USA,Bloomington,47404,IN,null,null,false,522 W Gourley Pike,null,I11,"522 W Gourley Pike
Bloomington, IN, USA 47404-2213
812-333-8300 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F18,Not in salesforce,1171,http://www.hdbloomington.com/,522 west gourley pike,null,532,812-333-8300,United States,Harley-Davidson of Bloomington,47404-2213,Harley,8123338300
null,USA,Parryville,18244,PA,null,null,false,770 State Rd,null,I12,"770 State Rd
Parryville, PA, USA 18244-0192
(610) 379-4055 | Website",PA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F21,Not in salesforce,2994,http://www.keystonehd.com/,770 state road,null,775,(610) 379-4055,United States,Keystone Harley-Davidson,18244-0192,Harley,6103794055
null,USA,Fort Wayne,46803,IN,null,null,false,5525 State Rd 930,null,I11,"5525 State Rd 930
Fort Wayne, IN, USA 46803-1772
(260) 493-9900 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F19,Not in salesforce,1194,http://www.rivercityhd.com/,5525 state road 930,null,533,(260) 493-9900,United States,River City Harley-Davidson,46803-1772,Harley,2604939900
null,USA,Scranton,18508,PA,null,null,false,1534 Scranton Carbondale Hwy,null,I12,"1534 Scranton Carbondale Hwy
Scranton, PA, USA 18508-1136
(570) 483-0883 | Website",PA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F21,Not in salesforce,3575,http://www.rommelhd.com/,1534 scranton carbondale highway,null,776,(570) 483-0883,United States,Rommel Harley-Davidson Scranton,18508-1136,Harley,5704830883
null,USA,Fort Wayne,46805,IN,null,null,false,4201 Coldwater Rd Spc B02A,null,I11,"4201 Coldwater Rd Spc B02A
Fort Wayne, IN, USA 46805-1109
(260) 482-9365",IN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F19,Not a dealer,3292,null,4201 coldwater road spc b02a,null,534,(260) 482-9365,United States,River City Harley-Davidson,46805-1109,Harley,2604829365
null,USA,Plains,18702,PA,null,null,false,1022 Hwy 315 Blvd,null,I12,"1022 Hwy 315 Blvd
Plains, PA, USA 18702-6927
(570) 831-5001 | Website",PA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
Test Ride
",F21,Not in salesforce,3576,http://www.rommelusa.com/,1022 highway 315 boulevard,null,777,(570) 831-5001,United States,Rommel Harley-Davidson Plains Township,18702-6927,Harley,5708315001
null,USA,South Bend,46613,IN,null,null,false,1910 Lincoln Way E,null,I11,"1910 Lincoln Way E
South Bend, IN, USA 46613-3425
(574) 289-6650 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F19,Not in salesforce,1309,http://www.mcdanielsharley-davidson.com/,1910 lincoln way east,null,535,(574) 289-6650,United States,McDaniel's Harley-Davidson,46613-3425,Harley,5742896650
null,USA,Sunbury,43074,OH,null,null,false,7754 E State Rte 37,null,I11,"7754 E State Rte 37
Sunbury, OH, USA 43074-9636
(740) 965-9900 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H-DTM Riding Academy
Test Ride
",F20,Not in salesforce,2099,http://www.adfarrow.com/,7754 east state route 37,null,778,(740) 965-9900,United States,AD Farrow Harley-Davidson Shop at North Star,43074-9636,Harley,7409659900
null,USA,Elkhart,46514,IN,null,null,false,720 W Bristol St,null,I11,"720 W Bristol St
Elkhart, IN, USA 46514-2957
(574) 262-2735 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F19,Not in salesforce,3259,http://www.hoosierhd.com/,720 west bristol street,null,536,(574) 262-2735,United States,Hoosier Harley-Davidson,46514-2957,Harley,5742622735
null,USA,Plain City,43064,OH,null,null,false,7610 Commerce Pl,null,I11,"7610 Commerce Pl
Plain City, OH, USA 43064-9222
(614) 764-2453 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F20,Not in salesforce,3931,http://www.ca-hd.com/,7610 commerce place,null,779,(614) 764-2453,United States,"C & A Harley-Davidson, Inc.",43064-9222,Harley,6147642453
null,USA,Michigan City,46360,IN,null,null,false,2968 N US Hwy 421,null,I11,"2968 N US Hwy 421
Michigan City, IN, USA 46360-8326
219-878-8885 | Website",IN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
Test Ride
",F18,Not in salesforce,8177,http://www.hdmichigancity.com/,2968 north us highway 421,null,537,219-878-8885,United States,The Harley-Davidson Shop of Michigan City,46360-8326,Harley,2198788885
null,USA,French Lick,47432,IN,null,null,false,469 S Maple St Ste 102,null,I11,"469 S Maple St Ste 102
French Lick, IN, USA 47432-1006
(812) 936-3636 | Website",IN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",F18,Not a dealer,2258,http://www.frenchlickharley.com/,469 south maple st suite 102,null,538,(812) 936-3636,United States,French Lick Harley-Davidson,47432-1006,Harley,8129363636
null,USA,Louisville,40208,KY,null,null,false,1700 Arthur St,null,I17,"1700 Arthur St
Louisville, KY, USA 40208-2778
(502) 634-1340 | Website",KY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F12,Address Match : 001j000000Zi4nTAAR,2032,http://www.harleydavidsonlouisville.com/,1700 arthur street,null,539,(502) 634-1340,United States,Harley-Davidson Louisville,40208-2778,Harley,5026341340
null,USA,Pataskala,43062,OH,null,null,false,12477 Broad St SW,null,I11,"12477 Broad St SW
Pataskala, OH, USA 43062-7655
(740) 964-2205 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F20,Not in salesforce,2082,http://www.centennial-park.com/,12477 broad st sw,null,780,(740) 964-2205,United States,Centennial Park Harley-Davidson,43062-7655,Harley,7409642205
null,USA,Columbus,43215,OH,null,null,false,491 W Broad St,null,I11,"491 W Broad St
Columbus, OH, USA 43215-2755
(614) 228-6353 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F20,Not in salesforce,1479,http://www.adfarrow.com/,491 west broad street,null,781,(614) 228-6353,United States,A. D. Farrow Co. Harley-Davidson,43215-2755,Harley,6142286353
null,USA,Mansfield,44903,OH,null,null,false,1400 Harrington Memorial,null,I11,"1400 Harrington Memorial
Mansfield, OH, USA 44903-9740
(419) 522-8602 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F20,Not in salesforce,3804,http://www.haleshd.com/,1400 harrington memorial,null,782,(419) 522-8602,United States,Hale's Harley-Davidson,44903-9740,Harley,4195228602
null,USA,Louisville,40299,KY,null,null,false,11701 Gateworth Way,null,I17,"11701 Gateworth Way
Louisville, KY, USA 40299-4673
(502) 244-8095 | Website",KY,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F12,Not in salesforce,3526,http://www.bluegrassharleydavidson.com/,11701 gateworth way,null,540,(502) 244-8095,United States,Bluegrass Harley-Davidson,40299-4673,Harley,5022448095
null,USA,Upper Sandusky,43351,OH,null,null,false,350 Tarhe Trl,null,I11,"350 Tarhe Trl
Upper Sandusky, OH, USA 43351-8919
(419) 294-4951 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F20,Phone Match : 001j000000VuEuWAAV,2101,http://www.twheelshd.com/,350 tarhe trl,null,783,(419) 294-4951,United States,Thiel's Wheels Harley-Davidson,43351-8919,Harley,4192944951
null,USA,Hays,67601,KS,null,null,false,1100 E 43rd St,null,I05,"1100 E 43rd St
Hays, KS, USA 67601-9572
785-625-2022 | Website",KS,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F07,Not in salesforce,1500,http://www.doerflerharley.com/,1100 east 43rd street,null,541,785-625-2022,United States,Doerflers' Harley-Davidson,67601-9572,Harley,7856252022
null,USA,Carroll,43112,OH,null,null,false,2930 Helena Dr NW,null,I11,"2930 Helena Dr NW
Carroll, OH, USA 43112-9706
(740) 756-1900 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F20,Phone Match : 001j000000VuEtSAAV,3775,http://www.joecarsoncycles.com/,2930 helena dr nw,null,784,(740) 756-1900,United States,Joe Carson Harley-Davidson,43112-9706,Harley,7407561900
null,USA,Salina,67401,KS,null,null,false,2200 N Ohio St,null,I05,"2200 N Ohio St
Salina, KS, USA 67401-9208
785-823-3767 | Website",KS,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F07,Not in salesforce,1552,http://www.harleydavidsonofsalina.com/,2200 north ohio street,null,542,785-823-3767,United States,Harley-Davidson of Salina,67401-9208,Harley,7858233767
null,USA,Loveland,80538,CO,null,null,false,4250 Byrd Dr,null,I05,"4250 Byrd Dr
Loveland, CO, USA 80538-7074
(970) 292-0400 | Website",CO,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F06,Phone Match : 001j000000Q6te8AAB,411,http://www.thundermountainharley.com/,4250 byrd dr,null,300,(970) 292-0400,United States,Thunder Mountain Harley-Davidson,80538-7074,Harley,9702920400
null,USA,Springfield,45505,OH,null,null,false,2100 Quality Ln,null,I11,"2100 Quality Ln
Springfield, OH, USA 45505-3623
937-322-3590 | Website",OH,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F20,Not in salesforce,3872,http://www.midohiohd.com/,2100 quality ln,null,785,937-322-3590,United States,Mid-Ohio Harley-Davidson,45505-3623,Harley,9373223590
null,USA,Junction City,66441,KS,null,null,false,1021 Goldenbelt Blvd,null,I05,"1021 Goldenbelt Blvd
Junction City, KS, USA 66441-3938
785-238-3411 | Website",KS,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F07,Address Match : 001j000000VuFtHAAV,1508,http://www.citycyclesalesinc.com/,1021 goldenbelt boulevard,null,543,785-238-3411,United States,City Cycle Sales Harley-Davidson,66441-3938,Harley,7852383411
